Date,AAPL,AMZN,GOOGL,JPM,META,MSFT,NVDA,UNH,V,XOM
2021-01-20,128.40476989746094,163.16900634765625,93.23292541503906,119.1291275024414,265.3973083496094,214.77294921875,13.327548027038574,320.8877258300781,198.26470947265625,40.21333694458008
2021-01-21,133.11184692382812,165.34950256347656,93.43524932861328,118.13034057617188,270.7453308105469,215.37606811523438,13.827865600585938,324.6926574707031,197.42742919921875,39.06044006347656
2021-01-22,135.25146484375,164.6114959716797,93.85231018066406,117.21913146972656,272.3626403808594,216.31427001953125,13.673306465148926,317.87860107421875,194.42474365234375,38.50834655761719
2021-01-25,138.9957275390625,164.6999969482422,93.9375991821289,115.75597381591797,275.8453369140625,219.74160766601562,13.614225387573242,318.1164245605469,193.42381286621094,38.078041076660156
2021-01-26,139.22915649414062,166.30650329589844,94.61550903320312,115.28288269042969,279.85382080078125,222.42221069335938,13.396849632263184,313.817626953125,194.4150848388672,37.24178695678711
2021-01-27,138.15933227539062,161.62899780273438,90.20149230957031,112.02361297607422,270.0210266113281,222.96786499023438,12.880826950073242,304.56170654296875,187.6397705078125,36.81959915161133
2021-01-28,133.32582092285156,161.88099670410156,91.90044403076172,113.99493408203125,262.93658447265625,228.74072265625,13.013696670532227,309.2811584472656,190.76754760742188,37.39604187011719
2021-01-29,128.3367156982422,160.30999755859375,90.6190414428711,112.7332763671875,256.31854248046875,222.06797790527344,12.952620506286621,305.1012878417969,185.98443603515625,36.4055290222168
2021-02-01,130.45681762695312,167.1439971923828,93.87760925292969,113.56563568115234,259.9698791503906,229.4300537109375,13.199165344238281,305.4854431152344,190.90231323242188,36.47047805786133
2021-02-02,131.2834930419922,169.0,95.16943359375,117.06146240234375,265.0003967285156,229.29600524902344,13.518000602722168,309.8023986816406,194.99253845214844,37.04693603515625
2021-02-03,130.26234436035156,165.62649536132812,102.10015869140625,118.40193176269531,264.5737609863281,232.6371612548828,13.491827964782715,309.0433349609375,193.78952026367188,38.50022506713867
2021-02-04,133.61756896972656,166.5500030517578,101.83980560302734,121.1267318725586,264.4150390625,231.6894073486328,13.62519359588623,301.20489501953125,201.38290405273438,39.23905563354492
2021-02-05,133.20358276367188,167.6074981689453,103.58537292480469,120.8901596069336,266.0124816894531,231.87132263183594,13.552151679992676,296.80572509765625,200.9209442138672,40.5543327331543
2021-02-08,133.34976196289062,166.14700317382812,103.37162780761719,122.78265380859375,264.5043029785156,232.1298370361328,14.397480010986328,296.6500549316406,199.11160278320312,42.299903869628906
2021-02-09,132.47312927246094,165.25,102.91888427734375,122.29203033447266,267.35198974609375,233.3743438720703,14.222482681274414,301.48846435546875,198.7555389404297,41.804508209228516
2021-02-10,131.86927795410156,164.32899475097656,103.46883392333984,122.36212158203125,269.75311279296875,232.46482849121094,14.722052574157715,304.9366455078125,198.6785430908203,42.2090950012207
2021-02-11,131.6160430908203,163.10650634765625,103.58139038085938,122.02040100097656,268.2846374511719,234.0635986328125,15.207158088684082,304.63482666015625,203.05462646484375,41.15221405029297
2021-02-12,131.84976196289062,163.885498046875,103.89282989501953,123.75516510009766,268.393798828125,234.54229736328125,14.918488502502441,300.21722412109375,202.37991333007812,41.71368408203125
2021-02-16,129.72647094726562,163.44749450683594,104.66991424560547,126.73403930664062,271.8367614746094,233.3073272705078,15.286432266235352,296.90618896484375,200.39425659179688,42.968719482421875
2021-02-17,127.4375991821289,165.4320068359375,105.0626449584961,127.12833404541016,271.4399108886719,234.32449340820312,14.863393783569336,298.955078125,200.01834106445312,43.63752746582031
2021-02-18,126.3369369506836,166.4114990234375,104.42739868164062,127.55762481689453,267.29248046875,233.93101501464844,14.786615371704102,300.3725891113281,201.7919464111328,42.95220184326172
2021-02-19,126.49279022216797,162.4949951171875,103.5843734741211,129.6866455078125,259.5233459472656,231.2250518798828,14.883835792541504,296.86962890625,197.33872985839844,43.241188049316406
2021-02-22,122.72343444824219,159.03700256347656,101.87103271484375,130.9044952392578,258.302978515625,225.02630615234375,14.314718246459961,299.66845703125,200.7991180419922,44.834774017333984
2021-02-23,122.58708953857422,159.72500610351562,102.16162109375,131.9558563232422,263.7898864746094,223.8364715576172,14.101579666137695,301.3788146972656,204.45228576660156,45.454036712646484
2021-02-24,122.09034729003906,157.97650146484375,103.33641815185547,134.2776336669922,262.2519836425781,225.06471252441406,14.457558631896973,303.8482666015625,211.5079803466797,46.8164176940918
2021-02-25,117.8437271118164,152.85800170898438,99.97125244140625,132.4552764892578,252.7069091796875,219.7295684814453,13.269461631774902,300.79339599609375,206.03306579589844,46.04027557373047
2021-02-26,118.10669708251953,154.64649963378906,100.26679229736328,128.9419403076172,255.61402893066406,222.98243713378906,13.675300598144531,303.85736083984375,204.72216796875,44.89257049560547
2021-03-01,124.4668960571289,157.3070068359375,102.6347427368164,131.8594970703125,262.8472900390625,227.35804748535156,13.802186012268066,306.0799560546875,208.8091278076172,46.5687141418457
2021-03-02,121.8663101196289,154.72650146484375,102.37786102294922,131.43019104003906,256.98333740234375,224.41221618652344,13.367931365966797,306.07080078125,207.9801483154297,46.296234130859375
2021-03-03,118.8858871459961,150.25,99.74610137939453,133.9709930419922,253.42129516601562,218.3573760986328,12.76815128326416,304.4519348144531,207.09336853027344,46.66779327392578
2021-03-04,117.00609588623047,148.8784942626953,100.86286926269531,131.9120330810547,255.6339569091797,217.5609130859375,12.334890365600586,305.3116455078125,203.8643035888672,48.476051330566406
2021-03-05,118.26253509521484,150.0229949951172,103.99398803710938,132.21871948242188,262.22216796875,222.23403930664062,12.425880432128906,317.4670104980469,207.63314819335938,50.3090705871582
2021-03-08,113.33412170410156,147.59750366210938,99.55220031738281,133.9709930419922,253.32205200195312,218.1942596435547,11.560114860534668,320.27496337890625,212.31773376464844,50.259521484375
2021-03-09,117.94110870361328,153.1425018310547,101.18174743652344,133.02474975585938,263.6708679199219,224.32586669921875,12.488774299621582,321.930419921875,212.40443420410156,49.48338317871094
2021-03-10,116.8599853515625,152.8820037841797,100.9749526977539,135.91604614257812,262.83740234375,223.02084350585938,12.436903953552246,319.7536315917969,215.11297607421875,51.002647399902344
2021-03-11,118.78849792480469,155.67950439453125,104.16606903076172,135.2063446044922,271.7474670410156,227.54039001464844,12.960832595825195,322.9548034667969,217.98541259765625,50.62283706665039
2021-03-12,117.8826904296875,154.47450256347656,101.6597671508789,136.80966186523438,266.31011962890625,226.21617126464844,12.823676109313965,326.7823181152344,216.260009765625,51.167789459228516
2021-03-15,120.76571655273438,154.08399963378906,101.87996673583984,136.12631225585938,271.61846923828125,225.31417846679688,13.158085823059082,324.8181457519531,215.20936584472656,49.86320114135742
2021-03-16,122.30463409423828,154.59300231933594,103.34040069580078,134.49668884277344,277.10540771484375,228.096923828125,13.257838249206543,325.47900390625,216.58770751953125,48.80632400512695
2021-03-17,121.51567840576172,156.7864990234375,103.25757598876953,135.88095092773438,281.798583984375,227.45399475097656,13.307710647583008,323.2577209472656,214.96839904785156,49.020999908447266
2021-03-18,117.39566802978516,151.39950561523438,100.238525390625,138.12388610839844,276.4505920410156,221.38958740234375,12.69051742553711,332.3171691894531,212.69358825683594,46.907249450683594
2021-03-19,116.8697280883789,153.7480010986328,100.51722717285156,135.92481994628906,287.8510437011719,221.0345458984375,12.813454627990723,335.5572204589844,199.4303741455078,46.64302062988281
2021-03-22,120.1812973022461,155.5435028076172,100.70219421386719,132.27127075195312,291.2544250488281,226.4464874267578,13.153098106384277,336.7321472167969,200.4906463623047,46.164119720458984
2021-03-23,119.3534164428711,156.875,101.22982788085938,130.94830322265625,288.3670349121094,227.97216796875,13.037891387939453,338.2374572753906,200.63523864746094,45.59440231323242
2021-03-24,116.96710205078125,154.35350036621094,100.7934341430664,131.96461486816406,279.9432067871094,225.9379119873047,12.611214637756348,340.16497802734375,200.5581512451172,46.519168853759766
2021-03-25,117.45411682128906,152.31300354003906,100.78998565673828,133.65557861328125,276.5696105957031,222.944091796875,12.503735542297363,340.6147155761719,200.46176147460938,46.38706588745117
2021-03-26,118.05801391601562,152.60150146484375,100.40664672851562,135.88095092773438,280.81622314453125,226.91668701171875,12.806970596313477,345.56207275390625,205.82101440429688,47.65035629272461
2021-03-29,118.23332214355469,153.7864990234375,101.45101165771484,133.76947021484375,288.5555725097656,225.72682189941406,12.915699005126953,347.93017578125,206.765625,47.3943977355957
2021-03-30,116.78205871582031,152.76449584960938,101.4847412109375,135.34652709960938,285.75750732421875,222.47386169433594,12.83938980102539,342.88189697265625,204.24984741210938,46.80816650390625
2021-03-31,118.97357177734375,154.70399475097656,102.28064727783203,133.375244140625,292.2366638183594,226.23536682128906,13.314690589904785,341.5142517089844,204.08599853515625,46.09807586669922
2021-04-01,119.80144500732422,158.0500030517578,105.6160888671875,134.67190551757812,296.3345031738281,232.54928588867188,13.777024269104004,336.9248962402344,209.03082275390625,47.386146545410156
2021-04-05,122.62604522705078,161.3365020751953,110.03852844238281,135.38577270507812,306.5047302246094,238.99752807617188,13.952336311340332,339.7794189453125,211.132080078125,46.65127182006836
2021-04-06,122.92797088623047,161.1909942626953,109.55750274658203,134.43397521972656,303.8753662109375,237.83642578125,13.826650619506836,334.4465637207031,210.75616455078125,46.519168853759766
2021-04-07,124.57403564453125,163.96949768066406,111.03380584716797,136.5402374267578,310.6521301269531,239.79393005371094,14.107940673828125,335.6123352050781,211.35382080078125,46.72559356689453
2021-04-08,126.97003173828125,164.96499633789062,111.59913635253906,136.7077178955078,310.5826721191406,243.00843811035156,14.281006813049316,334.9239196777344,212.73216247558594,46.238433837890625
2021-04-09,129.54144287109375,168.61000061035156,112.60284423828125,137.7300262451172,310.0271301269531,245.50332641601562,14.363797187805176,345.3968200683594,214.4864501953125,46.131103515625
2021-04-12,127.8271713256836,168.96949768066406,111.31102752685547,137.43922424316406,309.11419677734375,245.56088256835938,15.170761108398438,345.3785400390625,213.47439575195312,45.825592041015625
2021-04-13,130.9342041015625,170.0,111.7974853515625,135.7999267578125,307.3481140136719,248.03652954101562,15.640079498291016,343.7447204589844,213.04061889648438,45.99898147583008
2021-04-14,128.59661865234375,166.64999389648438,111.1766128540039,133.2618408203125,300.46209716796875,245.2538299560547,15.238593101501465,344.78192138671875,213.96597290039062,47.328330993652344
2021-04-15,131.00244140625,168.95449829101562,113.32586669921875,134.10787963867188,305.4231872558594,249.0056610107422,16.096683502197266,357.9809875488281,218.1107177734375,47.04761505126953
2021-04-16,130.67124938964844,169.9720001220703,113.20188903808594,135.103759765625,303.7959899902344,250.1956329345703,15.8724946975708,358.8988952636719,218.2360076904297,46.783390045166016
2021-04-19,131.33355712890625,168.60049438476562,113.54951477050781,134.5308837890625,299.8866882324219,248.27642822265625,15.32313060760498,357.82489013671875,217.63841247558594,46.63477325439453
2021-04-20,129.6485595703125,166.7344970703125,113.01641845703125,131.5520782470703,300.29345703125,247.81588745117188,15.133106231689453,363.96551513671875,215.218994140625,45.65220260620117
2021-04-21,130.0283966064453,168.1009979248047,112.98368835449219,132.6713409423828,299.1226501464844,250.0419921875,15.321883201599121,366.0582580566406,219.2384796142578,46.238433837890625
2021-04-22,128.5089874267578,165.45199584960938,111.70277404785156,129.87759399414062,294.211181640625,246.76998901367188,14.81291389465332,363.9747009277344,219.35411071777344,45.635677337646484
2021-04-23,130.8271026611328,167.04400634765625,114.05384826660156,132.36289978027344,298.7853088378906,250.58900451660156,15.226871490478516,367.4350280761719,221.69639587402344,45.88338851928711
2021-04-26,131.21669006347656,170.4499969482422,114.54975128173828,132.68899536132812,300.6804504394531,250.97283935546875,15.4390869140625,363.35052490234375,222.0240936279297,45.97421646118164
2021-04-27,130.8953094482422,170.8715057373047,113.61001586914062,133.29708862304688,301.2063293457031,251.3758087158203,15.343079566955566,362.1022033691406,221.60968017578125,46.576969146728516
2021-04-28,130.1063232421875,172.9250030517578,116.98512268066406,134.16073608398438,304.70880126953125,244.26547241210938,15.23834228515625,362.18487548828125,225.0218505859375,47.980628967285156
2021-04-29,130.00892639160156,173.5655059814453,118.65731048583984,136.76942443847656,326.9443359375,242.29837036132812,15.286221504211426,368.5732727050781,228.30874633789062,48.665958404541016
2021-04-30,128.04148864746094,173.37100219726562,116.71039581298828,135.55319213867188,322.54876708984375,241.98175048828125,14.971763610839844,366.04913330078125,225.1278533935547,47.26227951049805
2021-05-03,129.09335327148438,169.32449340820312,116.19365692138672,135.15663146972656,320.0682678222656,241.67466735839844,14.799449920654297,372.5660400390625,224.212158203125,48.566871643066406
2021-05-04,124.52532958984375,165.593505859375,114.3960189819336,137.02496337890625,315.8810729980469,237.769287109375,14.315168380737305,377.55926513671875,223.6531219482422,48.872371673583984
2021-05-05,124.76885223388672,163.52699279785156,114.7897720336914,138.82286071777344,312.567138671875,236.5026397705078,14.422149658203125,378.6239929199219,220.93490600585938,50.34210205078125
2021-05-06,126.3662109375,165.31849670410156,115.90950012207031,141.61659240722656,317.5281982421875,239.63082885742188,14.486488342285156,380.8912048339844,222.96875,50.82099533081055
2021-05-07,127.0394287109375,164.58050537109375,116.63252258300781,142.10130310058594,316.5954895019531,242.25042724609375,14.77501106262207,383.3509826660156,223.73988342285156,51.547603607177734
2021-05-10,123.76119995117188,159.52450561523438,113.64820098876953,142.0836639404297,303.5875549316406,237.18392944335938,14.229886054992676,386.32501220703125,217.8119354248047,51.671451568603516
2021-05-11,122.8440933227539,161.19549560546875,112.57258605957031,139.72174072265625,304.1432189941406,236.2723388671875,14.270281791687012,377.88970947265625,217.33958435058594,50.02833938598633
2021-05-12,119.78055572509766,157.5970001220703,109.11068725585938,138.76113891601562,300.1942138671875,229.33477783203125,13.723907470703125,372.07958984375,212.6647186279297,50.296417236328125
2021-05-13,121.92696380615234,158.07350158691406,110.53841400146484,142.33041381835938,302.88311767578125,233.20175170898438,13.63089370727539,375.0076599121094,215.9756622314453,49.67649459838867
2021-05-14,124.34658813476562,161.14500427246094,112.98517608642578,144.5425262451172,313.4800109863281,238.11473083496094,14.207191467285156,376.145751953125,219.06460571289062,50.90793991088867
2021-05-17,123.19532012939453,163.51950073242188,113.50785064697266,145.12416076660156,313.0037536621094,235.2648162841797,14.129887580871582,375.0718078613281,218.58197021484375,52.09748840332031
2021-05-18,121.8099136352539,161.61399841308594,112.19619750976562,143.07952880859375,307.5465087890625,233.249755859375,13.980512619018555,376.67816162109375,217.74217224121094,50.623111724853516
2021-05-19,121.65379333496094,161.58999633789062,112.64398956298828,141.98666381835938,311.14825439453125,233.82681274414062,14.030388832092285,375.87042236328125,216.79617309570312,49.40843200683594
2021-05-20,124.20999908447266,162.38400268554688,114.40196990966797,141.7399444580078,316.129150390625,237.058349609375,14.575765609741211,375.0810546875,218.58197021484375,49.2911491394043
2021-05-21,122.37578582763672,160.1540069580078,113.76622009277344,143.3527069091797,313.7677307128906,235.7984619140625,14.954059600830078,377.82550048828125,218.90054321289062,49.3581657409668
2021-05-24,124.0051040649414,162.24949645996094,117.08431243896484,144.12831115722656,322.1023254394531,241.1940155029297,15.572751998901367,377.20135498046875,221.36203002929688,49.936180114746094
2021-05-25,123.80999755859375,162.95249938964844,117.175048828125,142.63888549804688,325.2377014160156,242.09808349609375,15.608410835266113,379.1288146972656,221.0724334716797,48.80527114868164
2021-05-26,123.76119995117188,163.25799560546875,118.03990173339844,142.62127685546875,325.10870361328125,241.87689208984375,15.660528182983398,379.27569580078125,219.19007873535156,49.37492752075195
2021-05-27,122.22942352294922,161.5054931640625,117.1656265258789,144.84213256835938,330.1590881347656,239.7802276611328,15.449061393737793,378.80755615234375,218.98739624023438,49.05658721923828
2021-05-28,121.57574462890625,161.15350341796875,116.87651824951172,144.74522399902344,326.17041015625,240.13607788085938,16.203657150268555,378.0916748046875,219.41213989257812,48.89741897583008
2021-06-01,121.25379180908203,160.9324951171875,118.08304595947266,146.34039306640625,326.56732177734375,237.9431915283203,16.22361183166504,373.3187255859375,218.7654266357422,50.64825439453125
2021-06-02,122.0147933959961,161.69949340820312,117.5578842163086,146.3491668701172,326.58709716796875,237.8470458984375,16.736066818237305,372.5201721191406,221.6902618408203,51.05034637451172
2021-06-03,120.53179931640625,159.35049438476562,116.41681671142578,146.4460906982422,323.5013427734375,236.3178253173828,16.927085876464844,374.4568786621094,220.19400024414062,51.25140380859375
2021-06-04,122.8245620727539,160.31100463867188,118.69746398925781,146.68406677246094,327.7777404785156,241.20361328125,17.534055709838867,372.32745361328125,222.15359497070312,51.47758865356445
2021-06-07,122.83434295654297,159.90049743652344,119.13037109375,145.99667358398438,333.95928955078125,244.1082000732422,17.574705123901367,367.3800354003906,223.29263305664062,51.14249801635742
2021-06-08,123.65387725830078,163.20550537109375,118.93897247314453,145.41500854492188,331.081787109375,242.9156036376953,17.413114547729492,368.7477111816406,223.9972686767578,52.047237396240234
2021-06-09,124.03437805175781,164.0574951171875,119.41007232666016,143.59950256347656,327.67852783203125,243.89659118652344,17.318578720092773,368.1602783203125,224.2482452392578,52.48283767700195
2021-06-10,123.03921508789062,167.4824981689453,120.75843811035156,141.36099243164062,329.8713073730469,247.40707397460938,17.385177612304688,368.5181579589844,225.8313446044922,52.566612243652344
2021-06-11,124.24903106689453,167.3415069580078,120.51396942138672,141.26406860351562,328.6806945800781,248.03228759765625,17.784509658813477,365.2138671875,226.80628967285156,52.08073806762695
2021-06-14,127.30278015136719,169.19349670410156,121.44178009033203,138.86692810058594,334.14776611328125,249.955810546875,17.977567672729492,366.3794860839844,225.95681762695312,51.99697494506836
2021-06-15,126.4832534790039,169.156494140625,120.42418670654297,136.76058959960938,334.1279296875,248.48428344726562,17.74784278869629,367.4075622558594,224.8949737548828,53.89021301269531
2021-06-16,126.9808349609375,170.7624969482422,119.78250122070312,137.72122192382812,328.5020446777344,247.54176330566406,17.76954460144043,364.6264343261719,221.63230895996094,53.697532653808594
2021-06-17,128.58090209960938,174.46200561523438,120.74553680419922,133.7465362548828,333.88983154296875,250.9271697998047,18.614612579345703,364.71820068359375,224.0938262939453,51.92995071411133
2021-06-18,127.28329467773438,174.34500122070312,119.12642669677734,130.36233520507812,327.0931701660156,249.51333618164062,18.596153259277344,358.7024841308594,222.41421508789062,50.59798049926758
2021-06-21,129.07852172851562,172.697998046875,120.81397247314453,132.57440185546875,329.7026672363281,252.59095764160156,18.385129928588867,366.7173156738281,226.18849182128906,52.43258285522461
2021-06-22,130.7176055908203,175.27200317382812,121.32772827148438,132.38050842285156,336.3901672363281,255.36093139648438,18.843584060668945,367.2884521484375,227.74266052246094,53.437835693359375
2021-06-23,130.44439697265625,175.1909942626953,121.12589263916016,133.18247985839844,337.9380798339844,255.13014221191406,19.01369285583496,364.40496826171875,226.5359649658203,53.83156204223633
2021-06-24,130.16146850585938,172.45399475097656,121.4958267211914,134.40753173828125,340.50787353515625,256.495849609375,19.161605834960938,367.4542236328125,228.04188537597656,54.04937744140625
2021-06-25,129.86875915527344,170.072998046875,121.5042724609375,135.76475524902344,338.7119445800781,254.88967895507812,18.98750114440918,373.0553894042969,229.08438110351562,54.166656494140625
2021-06-28,131.49810791015625,172.1945037841797,121.53154754638672,136.0115203857422,352.870849609375,258.4482116699219,19.93932342529297,369.8403015136719,225.9665069580078,52.784423828125
2021-06-29,133.01036071777344,172.40699768066406,121.27021026611328,135.8440399169922,349.1500549316406,261.0258483886719,19.980979919433594,366.74493408203125,227.76194763183594,52.45770263671875
2021-06-30,133.6250457763672,172.00799560546875,121.08870697021484,137.07785034179688,345.00262451171875,260.5448913574219,19.956783294677734,368.9006042480469,225.7058868408203,52.84306335449219
2021-07-01,133.92750549316406,171.64849853515625,121.44081115722656,138.43507385253906,351.630615234375,261.21820068359375,20.165802001953125,373.0001220703125,226.9897003173828,52.99384689331055
2021-07-02,136.55198669433594,175.5489959716797,124.23074340820312,138.30210876464844,351.9381408691406,267.0368347167969,20.440176010131836,377.1180114746094,230.3489532470703,52.918453216552734
2021-07-06,138.5618133544922,183.78700256347656,125.15560913085938,135.97979736328125,350.0331115722656,267.0465393066406,20.65118980407715,377.9471740722656,231.28526306152344,51.410560607910156
2021-07-07,141.0497283935547,184.82899475097656,125.43726348876953,136.13931274414062,347.7609558105469,269.2297058105469,20.325191497802734,379.2369384765625,231.67140197753906,50.606361389160156
2021-07-08,139.7521209716797,186.57049560546875,124.01898193359375,133.7904510498047,342.9585876464844,266.8157043457031,19.857267379760742,377.6616516113281,228.3990020751953,50.38017654418945
2021-07-09,141.57655334472656,185.9669952392578,124.4896011352539,138.07167053222656,347.6914978027344,267.3158264160156,20.00442123413086,379.6514892578125,230.19448852539062,51.29330062866211
2021-07-12,140.98143005371094,185.92750549316406,125.93465423583984,140.0482940673828,350.41015625,266.7195739746094,20.465621948242188,383.2719421386719,229.6152801513672,51.24302291870117
2021-07-13,142.09365844726562,183.8679962158203,126.29764556884766,137.96531677246094,349.3484802246094,270.2396545410156,20.203718185424805,385.5750732421875,233.93984985351562,51.000083923339844
2021-07-14,145.5181884765625,184.08399963378906,127.18580627441406,137.49551391601562,344.9231872558594,271.7111511230469,19.79615020751953,382.07427978515625,237.45355224609375,49.86916732788086
2021-07-15,144.86453247070312,181.55999755859375,125.96389770507812,137.79689025878906,341.7779235839844,270.2877197265625,18.92289924621582,386.96612548828125,239.9246826171875,49.383296966552734
2021-07-16,142.82540893554688,178.68150329589844,125.92919921875,134.6501922607422,338.5036315917969,270.0184020996094,18.119495391845703,386.6436462402344,239.50961303710938,48.01781463623047
2021-07-19,138.98133850097656,177.47950744628906,123.55681610107422,130.27151489257812,334.3263854980469,266.42144775390625,18.736831665039062,376.8417053222656,232.06716918945312,46.367530822753906
2021-07-20,142.5912322998047,178.6595001220703,125.17493438720703,132.70016479492188,338.99969482421875,268.6430969238281,18.56946563720703,380.4437255859375,234.27769470214844,46.87852096557617
2021-07-21,141.85948181152344,179.25999450683594,126.50345611572266,135.49227905273438,343.5341491699219,270.6435241699219,19.365638732910156,381.982177734375,235.20440673828125,48.386409759521484
2021-07-22,143.22540283203125,181.90150451660156,127.36878967285156,133.7815704345703,348.4555358886719,275.202392578125,19.549217224121094,383.02313232421875,235.66778564453125,47.84190368652344
2021-07-23,144.9425506591797,182.83200073242188,131.92465209960938,133.5245361328125,366.91070556640625,278.59747314453125,19.5132999420166,384.80126953125,240.37838745117188,47.78326416015625
2021-07-26,145.362060546875,184.99099731445312,132.936279296875,134.4197540283203,369.5599060058594,278.0011901855469,19.24990463256836,380.9688415527344,241.565673828125,48.989566802978516
2021-07-27,143.19613647460938,181.3195037841797,130.8187713623047,134.2424774169922,364.9460754394531,275.5871276855469,19.164100646972656,382.40606689453125,242.2220916748047,48.44504928588867
2021-07-28,141.4497528076172,181.51600646972656,134.97840881347656,134.46408081054688,370.37347412109375,275.279296875,19.458425521850586,376.94305419921875,238.37059020996094,48.77177810668945
2021-07-29,142.09365844726562,179.99600219726562,134.6645050048828,135.6163787841797,355.530029296875,275.5486755371094,19.617061614990234,379.6238098144531,239.3165283203125,49.36653518676758
2021-07-30,142.30828857421875,166.37950134277344,133.6221160888672,134.53497314453125,353.52569580078125,274.01947021484375,19.454437255859375,379.7528381347656,237.83966064453125,48.22724914550781
2021-08-02,141.9766082763672,166.57400512695312,133.7490692138672,133.99432373046875,349.2095947265625,273.9328308105469,19.70486068725586,382.8389587402344,231.45899963378906,48.23563003540039
2021-08-03,143.77175903320312,168.31199645996094,134.51821899414062,135.51889038085938,348.5050964355469,276.1448974609375,19.769712448120117,388.67047119140625,228.8623809814453,48.75501251220703
2021-08-04,143.37181091308594,167.73599243164062,134.01785278320312,134.05636596679688,356.1253356933594,275.5582580566406,20.2276668548584,388.33880615234375,228.4569854736328,47.61571502685547
2021-08-05,143.4791259765625,168.79949951171875,135.1345977783203,135.74932861328125,360.1437683105469,278.4531555175781,20.58983612060547,378.80389404296875,231.8740997314453,47.917293548583984
2021-08-06,142.79510498046875,167.2469940185547,134.6258087158203,139.6051025390625,360.67962646484375,278.3955383300781,20.3194522857666,382.42437744140625,233.02284240722656,48.470184326171875
2021-08-09,142.74623107910156,167.093505859375,135.79071044921875,139.45440673828125,358.7943420410156,277.3086853027344,20.248613357543945,378.5091247558594,231.67140197753906,47.917293548583984
2021-08-10,142.2674560546875,166.03399658203125,135.68557739257812,141.16510009765625,358.3180847167969,275.4909362792969,19.890438079833984,379.3474426269531,229.80836486816406,48.73825454711914
2021-08-11,142.52149963378906,164.60549926757812,135.16189575195312,142.8492431640625,357.1571960449219,275.9814453125,19.653980255126953,375.62554931640625,226.90281677246094,48.88066864013672
2021-08-12,145.482177734375,165.1750030517578,136.0693817138672,143.4076690673828,359.8262634277344,278.73211669921875,19.85951042175293,373.98583984375,224.05133056640625,48.77012252807617
2021-08-13,145.68734741210938,164.69850158691406,136.59849548339844,141.80331420898438,360.3521423339844,281.6559143066406,20.141855239868164,377.40362548828125,224.88262939453125,48.27690124511719
2021-08-16,147.66111755371094,164.94949340820312,137.17576599121094,140.87261962890625,363.705810546875,283.3389892578125,19.90441131591797,384.3497619628906,227.5021514892578,47.57106399536133
2021-08-17,146.75244140625,162.09800720214844,135.54124450683594,139.17076110839844,355.65899658203125,281.87713623046875,19.41352653503418,388.55987548828125,226.69985961914062,47.24791717529297
2021-08-18,143.01007080078125,160.06100463867188,134.33871459960938,137.9032745361328,352.6824035644531,280.1522521972656,18.996484756469727,384.4511413574219,223.89666748046875,46.252952575683594
2021-08-19,143.34230041503906,159.3874969482422,134.5677947998047,136.7509307861328,352.3548889160156,285.972412109375,19.752750396728516,394.1885681152344,223.8386993408203,44.84129333496094
2021-08-20,144.79818725585938,159.99749755859375,136.30296325683594,137.14096069335938,356.5718078613281,293.286376953125,20.76842498779297,395.8652648925781,223.63572692871094,44.84980010986328
2021-08-23,146.28343200683594,163.2935028076172,138.8935546875,138.89598083496094,360.5208435058594,293.5657653808594,21.907812118530273,391.85784912109375,226.32284545898438,46.695152282714844
